title,stars,text
Pantai Alano,5,hidden beach di karjaw menepi sejenak dari keramaian karjaw di kala high season pantai nya sepiii cocok buat orang introvet yg pengen nikmatin pantai tapi ga crowded jarak dari pusat karjaw 25 menit tapi worthed banget buat bengang bengong
Pantai Alano,5,rustig en mooi strand
Pantai Alano,4,beautiful and quite beach which is the main argument for visiting since for swimming and snorkeling there are better options
Pantai Alano,5,cobran 10000rp por persona es una playa muy agradable y tranquila con poca gente tumbonas de madera hamacasagradec que no tuvieran msica hay un pequeo warung donde venden aguarefrescos y noodles el agua cristalina y la plata muy limpia
Pantai Alano,5,berasa kek private beach disana pagi
Pantai Alano,5,one of the most beautiful beaches on the main island a quiet palmlined beach with no trash tip be quick for a cool bintang beer
Pantai Alano,5,harga masuk ke pantai 5k sangat sangat worth it untuk pantai yg bersih tenang dan tidak banyak orang
Pantai Alano,5,paradise
Pantai Alano,5,pantai nya cukup terpencil dan jauh dari pusat kota tp pasir nya putih dan cukup jernih air pantai nya kemudian ada sarana buat ganti dan toilet jg warungrekomen buat yg mencari pantai yg tidak terlalu ramai dan butuh ketenangan
Pantai Alano,5,beautiful beach and well kept clean and lovely ambiance please keep it in this way
Pantai Alano,5,pantai yg sepi dan bersih
Pantai Alano,5,the best beach in karimunjawa the best place for camping the family who runs the business and takes care of the area is very nice
Pantai Alano,2,unfortunately the shoreline was full of plastic rubbish where we set up the middle part of the beach looked cleaner i dont mind paying an entry fee when the beach is maintained but this was too grotty for me its a shame because if clean it would be idyllic we didnt stay long and wont be back
Pantai Alano,5,masih sepi banget akses jalan agak susah better naik motor aja tiket masuk 5rb dan banyak view kapal must go bener bener bisa santai disana hidden gem banyakan bule drpd lokal disana even weekend
Pantai Alano,5,spiaggia idilliaca a nord est dellisola raggiungibile facilmente con il motorinole sole 5000 rupie di biglietto giornaliere valgano uno spettacolo naturale assicuratosdraio di legno e posti per rilassarsi sono gi presenti nella struttura il personale molto cordiale e c la possibilit di ordinare bevande o cibo cucinato sul momento
Pantai Alano,5,fantastica
Pantai Alano,5,a hidden calm and beautiful beach di saat datang di karimun di tanggal long weekend dengan semua penginapan penuh ternyata justru alano sangat sepi benarbenar cuman bule yang tau a virgin beach pasir putih bersih air tenang dan biru mudajika ke karimun wajib ke pantai ini karena benar2 belum banyak yang tau perjalanan memang cukup jauh 30 menit drai pusat kota tapi percayalah begitu parkir motor matamu akan terpuaskan dengan pemandangannya
Pantai Alano,5,kinda chill and good for sunbathing here however its cloudy and rainy when i visited this place ticket is 5kperson open from 7304pm only you need to walk down to the beach from the parking area recommend visiting anora beach as well while visiting this area
Pantai Alano,5,bagus masih tidak terlalu ramai
Pantai Alano,5,tempatnya enak buat rebahan ada siputih tp nggak galak cuma nggonggong aja klo udah dikasih makan dia nggak nggonggong
Pantai Alano,5,very very very nice beach5000 rupees entry fee is well worth ithas a spot with lots of clown fishes
Pantai Alano,5,super schner strand sehr sauber und ruhig die betreiber des kleinen lokals sind sehr freundlich und das essen schmeckt super
Pantai Alano,5,masih asri sepi pengelolaan seadanya namun justru menjadi daya tarik sendiri lebib suka disini karna sepi
Pantai Alano,1,dont come herekulit kami mengalami gatal2 akibat masuk ke air pantai alano ternyata airnya tercemar tambak udang dan parahnya tidak diberi tahu oleh penjaga pantai plus untuk masuk harus bayarmohon ditindak lanjuti karena sangat berbahaya bagi kesehatan wisatawan
Pantai Alano,5,sangat rekomendasi banget ketika berkunjung atau berwisata ke karimunjawa pasirnya putih bersih air lautnya jernih dan masih asri dan tidak banyak tamu cocok buat destinasi untuk merilekskan pikiran
Pantai Alano,5,pantainya cantik dan gak terlalu ramai sekitar 25 menit dari dermagamasuk bayar 5000 ada warung dan toiletkesini menghibur diri
Pantai Alano,5,trs belle plage bien entretenue top pour faire de la baignade farniente snorkelingparking mototres bon moment y passer
Pantai Alano,5,einfach nur traumhaft da kommt man nach einer fahrt durch dieses unscheinbare wohngebiet pltzlich an diesem strand raus auch ganz gut zum schnorcheln allerdings muss man ewig weit gehen das wasser ist sehr flach
Pantai Alano,5,spiaggia paradisiaca disponibili lettini tavoli e sedie in legno ci sono tante altalene anche nellacqua c anche un piccolo punto di ristoro dove rinfrescarsi con una bella noce di cocco ingresso di 5k
Pantai Alano,5,keren
Pantai Alano,5,la mejor y mucho mejor que su vecina annora es una muy buena playa que dependiendo de la marea cambia tiene servicios bar comidas mesas hamacas columpios lavabo pero lo mejor de todo son los peces payaso nemo no es necesario contratar una excursin de snorkel para verlos los tenis prximos a la playa y marcados con postes con la senyal nemo spot
Pantai Alano,5,tempatnya bagus bersih terawat tiket masuknya murah dan cukup sepi cocok buat lihat sunrise kalo ke sana jaga kebersihan ya temanteman
Pantai Alano,5,5k entrance with one shack and a toilet the beach itself is clean the surroundings pretty full of trash clean calm transparent waterbetter to come in the morning or mid day first thing better light and sunshine
Pantai Alano,5,pantainya sepiiii banget anginya sepoy sepoy warga lokal juga ramah bngetttt sayng aksesnya masuk masuk hutan recomend yg sedang mencri ketenangan ombaknya agak besar masuknya 5000 org
Pantai Alano,4,5k entrence fee normal amount for most kept beaches in karimunjawa beautiful area lots and lots of swings
Pantai Alano,5,luar biasa pantai terindah yang pernah saya kunjungi pasir dan air bersih sekali ada ayunan di manamanapengelola baik dan ramah ada wc dan suasanya tenang
Pantai Alano,5,sehr ruhig und abgelegen sehr schn eintritt aktuell 10000 pro person wahrscheinlich gilt dieser preis fr auslnderbei flut ist ein groteil des strandes vom wasser berspltwir konnten keine kokosnsse kaufen
Pantai Alano,5,ini pantai bener2 indah banget tersembunyi ga banyak yang datang bersih banget klo naik mobil jalanya sempit better naik motor kalo kemari parkir di atas kemudian jalan turun ke pantainya sumpah indah dan beraih banget
Pantai Alano,5,tenang dan damai pas sepi kesana
Pantai Alano,5,recommend for sunrise
Pantai Alano,4,posto carino x prendere il sole il bel mare 1 altra cosa
Pantai Alano,4,sepi cantik tp agak kurang nyaman sama sampah dari pohon2nya yg jatuh ke pantai
Pantai Alano,3,la plage est sympa mais sale rien voir dans leau beaucoup de bateaux de pche et de casiers sur place
Pantai Alano,5,
Pantai Alano,5,cool place and litterly no one there so you got the place for yourself
Pantai Alano,5,indah bgtt bersih
Pantai Alano,5,i visited this beach on sunday around 10 am and it initially had 2 visitors and theyre all foreigners its so calm and windy that day no one said a thing for a long time haha its the perfect place to chillax the cleaning fee is rp 5000 no parking fee i bought a coconut for rp 15000
Pantai Alano,5,datang kesana pagi2 saat tempatnya sepi angin sepoi sepoi sambil minum kelapa muda terbaik
Pantai Alano,5,compared to anora beach alano beach is clean alano beach is recommended for rest fee 5k use to cleaning beach
Pantai Alano,5,la playa mas bonita de karimunjawa queda un poco retirada a una media hora en scooter pero el viaje vale la pena hay que pagar una pequea entrada como en casi todas las playas de la isla tiene bar y hamacas
Pantai Alano,5,nuestra playa favorita de karimunjawa muy tranquila y bonita con sitios para sentarse y tomar algo
Pantai Alano,4,una delle pi carine dell isolaci vuole un per arrivare dal porto ma ne vale la penacercano di tenerla pulita come non succede in altre spiagge
Sunset Beach,5,this was a real experience the beach was clean and you can swim in the beach and great swings white sand and coconut tree and beautiful sunset this is a must
Sunset Beach,5,very nice beach good for swimming and they sell cold beer as well
Sunset Beach,5,aprs avoir visit pratiquement toutes les plages de karimunjawa cest ici le meilleur compromis facile de se baigner profondeur trs vite guinguette avec fauteuils sacs bien agrable ambiance sympa accs relativement facile en scooter
Sunset Beach,4,tempatnya nyaman buat santai buat kalian yang mau jetski disini juga menyediakann sewa jetski kano juga adaaa
Sunset Beach,5,klo pagi pagi jangan di tanya indah banget kalau dateng langsung airnya bersih jernih pemandangannya behh
Sunset Beach,5,menghabiskan waktu untuk sunsetan disini dapet kesempatan foto di pohon kelapa yg jadi icon pantaiselain itu sempat bermain volly bareng warga sekitar seru banget mereka ramah2harga makanan juga bervariasi tidak mahal siapkan uang cash
Sunset Beach,5,jolie petite plage pour le coucher de soleil entre payante 10 000 roupies on peut faire du snorkeling attention au poisson qui mord il y a des warungs pour manger ou boire un verre
Sunset Beach,4,effectivement cest le spot pour un coucher de soleil
Sunset Beach,4,must try
Sunset Beach,5,nice clean beach
Sunset Beach,5,spot foto terbaik menikmati sunset
Sunset Beach,5,cafe dipinggir pantai dikarimunjawa suasana tenang dan adem pelayanan nya oke sekaliditambah ditemenin pacar saya yang ganteng bikin seru obrolan
Sunset Beach,5,bagusss dan sangat indahhhh
Pancuran Beach,3,c tait une belle plage mais maintenant ils ont du travail pour lui redonner son aspect agrable
Pancuran Beach,1,even though this could be a nice location you can certainly skip this beach its dirty and the small kiosk is broken down
Pancuran Beach,1,the baldys
Pancuran Beach,2,eigentlich ein schner strand leider wird er nicht gepflegt und ist voller mll
Pancuran Beach,4,pantai bagus tapi masih dalam perbaikan ada pancuran sesuai namanya
Pancuran Beach,2,unglcklicherweise wird dieser strand nicht mehr gepflegt und der strand sowie das meer sind voller mll
Pancuran Beach,5,yang cedera or pemulihan cedera cocok fisioterapi disini di klinik mitra medika abadi rawabadak
Pancuran Beach,5,sunrise spot reachable by motorcycle only
Pancuran Beach,5,pisang gorengnya enak
Pancuran Beach,5,i was in pancuran beach on 02142025 the beach is beautiful since it is still low season people are doing maintenance to the facilities and cleaningon the beach there is a kiosk where i could eat some good fishon the beach there is a gentleman who can guide you in a really exciting snorkelinghe knows every little detail of the beautiful coral reef and the clownfish seem to recognise himthe clownfish kiss was really excitingif one day i return to karimunjawa this beach will be the first place i go
Pancuran Beach,5,pantainya indah bersih juga
Pancuran Beach,5,the perfect place for an introvert like me
Pancuran Beach,4,riipumatosta plussaa ranta tosi siisti ikv kyll kioski oli tnn kiinni
Pancuran Beach,5,sebetulnya tidak sengaja mampir ke pantai pancuran karena terlambat bangun untuk mencari sunrise di pantai bobby karena tertinggal rombongan akhirnya berhenti dan mampir di pantai pancuran masih dapatlah momen sunrise
Pancuran Beach,5,der strand ist wirklich sehr schn und perfekt zum schnorcheln und um den sonnenaufgang zu gucken der strand wird von jawa sauber gehalten welcher am strand bilder malt und uns eine wunderschne schnorcheltour gegeben hat ich kann diesen strand und einen besuch bei jawa nur empfehlen
Pancuran Beach,5,jawa is an amazing person and gave us a snorkeling tour today at the beach he showed us several spots where to find nemo fishes the experience was amazing i really recommend this beach and jawa if you want a nice experience the beach is clean and calm wonderfull for people who dont want to go to touristic places
Pancuran Beach,5,great beach it is being kept clean by a fantastic guy called jawa he also does snorkelling trips at the beach worth visiting
Sunset Beach,5,so nice
Sunset Beach,5,awesome view to see the sunset
Sunset Beach,5,couch de soleil magnifique
Sunset Beach,5,pantai bersih n bagus
Sunset Beach,5,very pretty beach as well as the adjacent ones leftmost tanjung gelam is more for waterspots and photoshoots sunset beach is for the sunset and eating and batu topeng is a great place for chilling out and swimming as the water is deeper here theres also a volleyball netyou can walk between all three very easily the beaches are super clean and have all the necessary amenitiesin september i found them to be almost empty during the day even on a saturday but they get busier around 3 onwards as sunset approached
Sunset Beach,5,bagooozz
Sunset Beach,5,pantai indah dan bersih salah satu spot terbaik untuk melihat sunset
Sunset Beach,4,pantai sunset beach ini juga salah satu pantai di karimun jawa yang bisa dibilang sebagai salah satu spot foto turis apalagi pohon kelapa miringnya yang antrian fotonya aja panjang banget secara umum bisa dibilang pantai ini juga ramai banget apalagi di jamjam sunset di masa liburanuntuk pantainya sendiri juga cantik banyak karangkarang juga yang bisa dipakai buat duduk bengong atau spot foto alternatif selain itu juga ada banyak cafewarung dan merchant yang sedia penyewaan kanowater sport
Sunset Beach,5,keren banget sumpahsayangnya ketinggalan sunsetnya
Sunset Beach,5,the magic of karimun ajawa
Pantai cemara besar,5,view keren pantai dangkal sampai kapal sulit sandar tapi jadi bisa main agak tengah makan siang dsini dengan ikan kuning bumbu bakar joss mantab ikannya daging tebal sambal enak
Pantai cemara besar,5,pantai yg sangat teramat indah sampai termimpi2 akhirnya kami datangi lagi untuk kedua kalinya dan wow sungguh indah saat air laut surut terlihat pasir timbul yg sangat teramat luas
Pantai cemara besar,5,harus banget kesini lagii
Pantai cemara besar,5,pulau dengan view yang indah pantai pasir putih air jernih tersedia beberapa fasilitas warung toilet mushola
Pantai cemara besar,5,the best beach in karimun island my friend really enjoy and happy
Pantai cemara besar,5,bagus pulau pasir dengan air yg dangkal
Pantai cemara besar,5,wonderfull
Pantai cemara besar,5,best
Pantai cemara besar,5,masya allah betah bgt dsni pasirnya putih lembut airnyaaa buwiruuu bening
Pantai cemara besar,5,betah berlamalama di pulau ini pantai pasir putih yang luas dan ombak yang tenang
Pantai cemara besar,4,bagus
Pantai cemara besar,5,salah satu pulau terbaik
Pancuran Beach,5,salah satu tempat menikmati sunrise di pulau karimunjawa
Pancuran Beach,5,meskipun akses masuk agak terjal dikit tapi bagus juga pantainyasyg dipojok selatan bnyak tumpukan sampah botol2
Pancuran Beach,4,access road to here is quite challenging for motorcycle but the place is nice
Pancuran Beach,4,plage gratuite les grantes nous ont fournies un tapis pour poser nos serviettes il y a beaucoup dalgues nanmoins la plage reste bien entretenue grce un monsieur qui la nettoie joli spot de snorkeling et de lever du soleil
Pancuran Beach,1,cest hyper sale
Pancuran Beach,4,they claimed to be the first beach that has been opened in karimunjawa the coastline is quite narrow its a good beach with white sand and turquoise clear sea water but thats all nothing special compared to other beach
Pancuran Beach,5,sangat nyaman bersih dan tenang
Pancuran Beach,5,the best beach with the best guy jawa who is so so welcoming and lovely a must on this island
Pancuran Beach,4,mungkin ini pantai terdekat dr pelabuhan dgn spot sunrise masuknya gratis ada warungnya juga tapi agak kurang bersih dibandingkan dgn pantai2 lainnya di karimun
Pancuran Beach,5,really great beach hut serving some excellent ayam ikan fresh juice etc reusable metal straws lovely fresh sambals so good we revisited perfect lunch spot cute beach can swim out to snorkel with nemo long tailed macaques
Pancuran Beach,5,plage tranquille les propritaires sont adorable le monsieur a le sourire tout le temps sa femme est une excellente cuisinire
Pancuran Beach,5,kalau ke karimun wajib banget kesini karena pantainya tenang banget aku dateng pas pagi dan cuma ada aku di sana padahal itu hari minggu tapi maaf waktu itu ga beli di kafenya
Pancuran Beach,5,amazing place trs calme personnel trs gentil et accueillant je recommande fortement
Pancuran Beach,5,magnifique plage elle est plus proche de la ville lentre est gratuite il y a du wifi et on y mange trs bien surtout les nouilles sautesnous avons largement prfr celle ci bobby beachnous y sommes alls un samedi aprsmidi et il ny avait pas grand monde le grant de la plage prte gratuitement des matelas et loue des masques et tubas de snorkeling pour 25k il nous a mme accompagn pour nous montrer les meilleurs spots de snorkeling
Pancuran Beach,4,rekomen bgt kesini buat nikmati sunrise ala karimun btw tempatnya enak gampang diakses cuman minusnya kotor sih tp tenang g ngurangi keindahan dan ketenangannya htm free
Pancuran Beach,5,sauber familir gutes essen gute preise
Sunset Beach,5,sebagus itu sunsetnya pasirnya juga putih bersih makanan di warungnya juga terjangkau untuk tempat wisata
Sunset Beach,5,pantai yang landai bersih pasir putih air yang jernih ditambah warung2 untuk bersantai menikmati sunset
Sunset Beach,5,salah satu pantai yang luar biasa di pulau karimunjawa pasir putih bersih dengan air laut yang jernih lebih bagus daripada pantai di bali menurut pendapat saya pribadi
Sunset Beach,5,bisa menikmati sunset jika cuaca cerah
Sunset Beach,5,great musics here and good vibes
Sunset Beach,5,very beautiful clear water good drinks
Sunset Beach,5,no es exactamente sunset beach sino justo el mercadillo que hay a su entrada espectacular nasi goreng lo lleva una chica joven super agradable y simptica hay cervecita ice coffe a pie de playa hamacas qu ms se puede pedir el mejor nasi goreng que he probado hasta ahora gracias
Sunset Beach,4,lokasi nya mantap banget buat menyambut sunset dinsore hari kako mau kesini harus agak lama ya karena nyaman ditempat ini
Sunset Beach,5,perfekt um den sonnenuntergang anzuschauen
Sunset Beach,5,des amnagements plutt ddis au tourisme mais un lieu qui a su prserver la magie dune plage superbe sur karimunjawa
Sunset Beach,4,yaah okey laah okey okey boleh boleh
Sunset Beach,5,best sunset di karimunjawa wajib kejar sunset disini indah banget
Pancuran Beach,5,ruhiger strand mit musik toiletten verpflegung und palmenschaukelkein eintritt
Pancuran Beach,5,gemtlicher ruhiger strand nettes warung mit freundlichem wirt angenehm um bei shake kenapa muda oder bier das meer zu beobachten sehr gutes preisleistungsverhltnis strand wird gereinigt
Pancuran Beach,5,most karimun visitor choose the famous bobby or karina in the north but i prefer this beach the first freeentry beach on southeast side of karimun jawa island the entrance is like going downhill until the parking space and then walking downstairs to the beach area there is only one restaurant with quite good playlist if you are lucky you can connect to their wifi i think their highlight menu is fried pineapplei visited this beach twice for lunch and sunrise view since it was weekday there was less people its like having the beach for yourself when its getting crowded then the time to leaveit is a swimmingsnorklingkayakingpaddling spot so you can enjoy those activities here you can find another hidden beach in the north just next to the corner there is a path between the rocktoilet is available next to the restaurant
Pancuran Beach,4,nice spot for photo
Pancuran Beach,4,pantai yg cocok untuk melihat sunrise dengan htm gratis
Pancuran Beach,5,bagus banget sunrise nya
Pancuran Beach,5,sepi kayak pantai pribadi
Pancuran Beach,2,la playa est muy sucia llena de plsticos y botellas y el agua sucia tambines una pena que no cuiden las playas
Pancuran Beach,5,pantainya emang bagus untuk sunrise tp untuk kebersihannya kurang udara disini masih sejuk
Pancuran Beach,4,the coastline is shorter compare to other beaches that i came on the island but have a nice sunrise view since we came too early at eid moment the bar not open yet btw the entrance fee is free
Pancuran Beach,4,akses jalan menuju pantai sudah cor betonmudah di aksestapi sayang kendaraan tidak bisa turun pantaipantainya bersih ombaknya tenang nyaman buat bermain bersama anak2the best hidangan di kafe ini pisang gorengnya beda dengan yg lain
Pancuran Beach,5,best one
Pancuran Beach,5,air lautnya bening bangetpasirnya bersih ada spot foto lumayan banyak dari ayunan pohon kursi kayu dengan view laut dan gunungdi bagian kursi kayu itu viewnya cakep banget sayangnya butuh ekstra hatihati buat nyampe ke bagian kursi kayu akses jembatan kayunya udah lapuk banyak paku mencuat dan lewat batu karang
Pancuran Beach,5,tempat nyaman untuk kontemlasi udara segar pantai bersih pokoknya joss dah
Pantai cemara besar,5,bagus bgt pantai yg aman bgt buat anak2
Pantai cemara besar,5,small place small island but it has a beautiful scenery but there are just 2 toilets only
Pantai cemara besar,5,pantai cemara besar salah satu spot yang paling keren buat yg hobi foto foto karena disini banyak banget spot yang bikin aura kita jadi lebih gantengtempatnya juga bersih paling pas buat istirahat untuk mengisi perut yang mulai keroncongan sehabis snorkeling next bakalan kesini lagi pokonya
Pantai cemara besar,5,istimewasurga nya karimunjawa
Pantai cemara besar,5,bangga indonesia mohon dirawat dengan baik supaya tetap lestari
Pantai cemara besar,5,pulau kecil tempatnya indah dan istimewa
Pantai cemara besar,5,bibir pantai nya panjangdan putih
Pantai cemara besar,5,tempat yg cocok buat makan siang
Pantai cemara besar,5,nice spot for sunrice fresh air and good view wonderful place
Pantai cemara besar,5,rata rata untuk lokasi di karimun jawa bagusbagus
Pantai cemara besar,5,pantai di pulau kecil berada di wilayah perairan karimunjawa pantai dengan air laut yang jernih dan sangat indah
Sunset Beach,5,cakep
Sunset Beach,5,bagus banget best time kesini jam 36 sore magical banget sunsetnya
Sunset Beach,4,pasirnya halusbanyak kedai makananbisa main permainan air seperti banana boat kayaking jetski
Sunset Beach,5,biarkan foto berbicaracantik sekali sunsetnyabyar masuk 20rbsayangnya kita harus order di t4 kita dudukbanyak pondokan yg jual makananwajib belanja klo dudukkelapa utuh 25rboke harganya masih wajarview nya cakep bangetdisini jg banyak yg nyediain kano banana boat dllklo menurut sy sunset beach ini cakep utk sunsetpas posisinyausahakan datang pas cuaca cerahklo mendung sunsetnya gak kliatanparkiran klo di karimun jawa gratis senang sekali warga jabodetabek disinimakanannya jg tergolong enakgak manis
Sunset Beach,5,lumayan bwt nyunset ada watersport jg
Sunset Beach,5,pantainya sangat bersihhtm 10k
Sunset Beach,2,some parts of the beach are full of plastic and random shacks that totally ruined the charm of this beautiful place it mustve been a paradise before people took it over but i get that for many its a way to make a living so i dont blame them and i must understand their reality still it looks pretty sad the nature itself is beautifu and a color of the water is magical the amount of trash is also kind of shocking i wish the indonesian government would do something to protect this amazing place because it is special nature is your real treasure
Sunset Beach,5,pantai ter konekting dengan ujung gelamlumayan sepi dibanding ujung gelammemang bagus untuk menikmati sunsetworthrekomenmasuk melalui pantai ujung gelam bayar 10rb per orang
Sunset Beach,5,hidden gem di karimun jawa musik lite dance and beaches tersedia jg lite bite food kelapa hijau n beers sesuai dgn namanya dapat menikmatin sunset dari sini disarankan menggunakan motor kemari kalo mobil perlu gardan depan karena balik nya tanjakan curam
Sunset Beach,5,this place is wonderful as well as to get a sunset such as its name it has a nice atmosphere and always has a comfort feelings around but as usual indonesian are still lacking at how do they maintenance things such trash luckily the trash at the sand beach was less noticeable sustaining useful facilities and awareness about many of stagnant water that causes mosquitoesthe best way to enjoy those chilling atmosphere those splash of ocean water and bird chirping is when the beach is not that crowded my fams are lucky that we arrived at the right time and date910
Sunset Beach,5,you can rent a mat here and enjoying the view its comfy and quiet before 3pm a lot of snack and softdrink here good place to visit no ticket fee
Pancuran Beach,5,pulau karimun jawa
Pancuran Beach,3,saat aku kesini jalannya sedang di perbaiki namun pantainya tidak terlalu bersih mungkin karna dalam perbaikan pantai nya kecil
Pancuran Beach,4,i visited this place by walking from near the dock of karimun island its pretty far but still managable the beach was just destroyed by the wave days before nobody was there besides 2 locals who managed the small store there and they were cleaning up the beach the beach was so dirty so many trash was there when i visited june 27th 2022 its a small beach but because it was so quiet it feels so cozy there is a small stream that flows to the beach i guess thats why they called it pancuran beach i believe it might be way more beautiful before it was hit by huge waves anyways i saw a biawak there
Pancuran Beach,2,i wanted to give it one star but i have some hope that it will be returned to its original glory the beach is strewn with trash and looks like its been abandoned it has so much potential with better management
Pancuran Beach,5,koordinat sunrise karimun jawa
Pancuran Beach,3,certainly not one of the most beautiful beach in karimunjawa full of boats and mosquitoes
Pancuran Beach,5,pasir putih dengan view sunrise sungguh indah di sarankan untuk kesini pagi karena masih sepi belum banyak orang yang datang tapi ada penjaganya meskipun tempat pembelian tiket masih tutup disini juga biasa diadakan pesta pantai kalau malem namun sayang agak kotor karena habis diadakan acara malemnya
Pancuran Beach,3,tempat yg baik utk sunrise
Pancuran Beach,4,pantai ini di sebelah timur pulau karimunjawa enak di pagi hari untuk panorama sunrise
Pancuran Beach,2,juorok bgt pantainyaaaaa
Pancuran Beach,2,beach is good with the hill view but still not well maintain and dirty around the area the road to reach is only by walk or motor bike
Pancuran Beach,5,tempat bagus untuk acara grup sayang akses masuk susah kedepan mungkin bisa dibenahi untuk aksesnya agar lebih bisa mendatangkan lebih banyak pengunjung
Pancuran Beach,4,sunrise area
Pancuran Beach,5,keren banget bbrp minggu kemarin buat acara mice di sinidan view nya jg langsung laut
Pancuran Beach,4,memiliki pemandangan yang indah
Sunset Beach,4,saat belum masuk masa sunset panorama tetep bagus konon katanya pemandu kami sunset terbaik se asia tenggara
Sunset Beach,5,kesini bersama tim visit karimunjawa
Sunset Beach,4,nice beach with lots of restaurants prices elevated coconut 45k lots of touristswater quite deep quickly i would rather recommend alano beach
Sunset Beach,5,bagus sekali
Sunset Beach,5,good view
Sunset Beach,5,pantai terindah yg pernah saya kunjungi pantainya adem karena banyak pohon bersih tak ada sampah biaya masuk cuma 5000 per orang air nya bening bgt ombaknya sedang view nya ajib banyak warung tp dengan harga agak lumayan menurutku ada penyewaan kano dan jetski juga kalo mau sewa makin sore makin ajib sih pemandangannya
Sunset Beach,5,as the name suggests this spot is a mustvisit for sunset lovers picture this a stunning white sandy beach with shallow waters and calm waves perfect for a leisurely stroll along the shore the view is absolutely breathtaking as you watch the sun slowly dip below the horizon painting the sky with vibrant shades of orange and red its a magical moment that will leave you in awe
Sunset Beach,5,sangat mempesona
Sunset Beach,5,pasir putih nyaman untuk bermain anakanak
Sunset Beach,5,a great beach and a breathtaking sunset water is crystal clear just be wary of the biting fish near the corals some small fish are territorial and dont hesitate to bite doesnt hurt feels like a pinch but it will suprise you
Pantai Ambar,5,una playa tranquila y preciosa
Pantai Ambar,5,pantainya bersih bapak ibunya yang punya rumah ramah bisa ngecamp izin dulu dengan bapak ibunya ada fasilitas kursi bersantai gazebo toilet musholaada resto untuk pesan makan dan minumada penginapan juga bagus dan bersih
Pantai Ambar,2,ruhiger strand leider hat es viele schwerlklumpen am ganzen strand
Pantai Ambar,5,sangat tenang dan nyaman untuk bersantai
Pantai Ambar,4,pantai bersih dgn ombak yg kecilcocok untk bersantai
Pancuran Beach,4,tenang senyap
Pancuran Beach,5,loved it
Pancuran Beach,5,enak untuk berkunjung di pagi untuk sunrise
Pancuran Beach,2,they try to clean only 5 meters of the sand and throw all the rubbish just at the edge of the forrest very undermanaged education and public rubbish collection are badly needed they are asking even under these terrible conditions for 10000 cleaning fee otherwise you can buy there some beer for 60000 the place is great for a sunrice watching but just after 5h30 a lady will come to take your 10000 rupiahs
Pancuran Beach,5,didnt eat or drink just had this beach to myself for 2 days so far maybe gets busy on weekends walked from town paid 10000 rp which seems the norm on karimunjawa cannot complain good spot to read my book and chill
Pancuran Beach,4,we were there in the afternoon beautiful beach and seashore scenery clean beach a nice photo shoot spotit is not too wide area but there were only 4 of us and another couple before us feels like private beach theres an entry fee of rp5000pax which the local community charge for maintaining and cleaning the area which was worth the moneyno food stall nor restaurant there
Pancuran Beach,4,bersih pantainya layak untuk di kunjungi
Pancuran Beach,5,viewnya bagus
Pancuran Beach,1,spiaggia a pagamento 10000 rupie a persona credevo che i soldi dati da noi turisti occidentali servissero a mantenere il luogo in cui vivono e tutti noi viviamo pulitoquello che invece mi sono ritrovata dinnanzi dietro al velo di perfezione paradisiaca di un mare cristallino dietro alle sdraio agli ombrelloni e bar stato un mare di plastica seppellito sotto alla spiaggia a giusto 2 metri di distanza da quella attrezzatabottiglie di plastica zaini di plastica ciabatte di gomma sacchetti di plastica nascosti sotto la sabbia candidaquesto stato lo scenario visto e rivisto in differenti luoghi dellindonesia facciata di perfezione che nasconde assenza di rispetto per il loro paese meraviglioso e per tutti noi che viviamo in questo pianetarifiuti gettati per le strade per i boschinon oro tutto quel che luccica molto spesso non altro che plastica
Pancuran Beach,5,nice place beautiful scenery
Pancuran Beach,5,nice secluded beach
Pancuran Beach,5,pantai tersemvuny8
Pantai Bobby,5,selalu rame kalau mau dapet foto bagus harus fateng lebih awal dri yg lain trip lain
Pantai Bobby,5,disini pantai nya baguss banget bersih
Pantai Bobby,3,peccato per la plastica e nonostante sia ancora una delle meglio tenute ne pienaio ho visto solo turisti australiani eo europei a pulire io compresa dicono che la piccola tassa che si paga per entrare nelle spiagge a karimunjawa aiutano i locali a tenere pulite le spiaggemah
Pantai Bobby,5,pantainya bagus banget bersih dan pasir putihnya lembut ombak tenanglandkap nya baguus deh harga tiket masuk idr 10000
Pantai Bobby,4,ein schner strand jedoch wie bei fast allen gepflegten strnden auf karimunjawa muss man hier 10k idr eintritt bezahlen es gibt ein wc gebetsraum bzw eher ein gazebo sitzmglichkeiten einen warung der essen u d trinken verkauft und ca 7 schaukeln die gratis sind und teilweise hoch oben an palmen befestigt sind tagsber kann es relativ voll werden und die meisten wollen fotos von sich mit den schaukeln und anderen spots machenweiter drauen gibt es ein paar schne pltze zum schnorcheln und wenn man motiviert ist knnte man auch zu der kleinen vorgelagerten insel schwimmenvermutlich auch ein guter strand fr den sonnenaufgang hab ich aber nicht getestet und abends wenn das wasser seichter wird knnte man auch zum pantai karina rbergehenda ich fters rezensionen gelesen habe dass man ein boot zur schildkrtenaufzuchtstation mieten kann ich habe ehrlich gesagt nichts positives ber diesen ort gehrt eher im gegenteil und dass es nicht um tierschutz sondern eher tourismus und geld geht und wenn man gegen bezahlung schildkrten freilassen kann ich denke das sagt ja wohl alles
Pantai Bobby,5,terkenal karena ayunan ayunannya pantai pasir putih dan laut yang jernih
